Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,20,1,20,32,32,1536,0.036963,0.0094062218148367,0.00895525,0.0553244718148367,0.010106,2.373084872593471,421.392429553997,331.178408198183,223.9931879164185,1.0
Llama2-13B,20,20,1,32,32,1664,0.109855,0.0056851889910016,0.00950525,0.1250454389910016,0.077148,5.228965559640067,3824.848293966711,139.48009966630843,634.8372839939393,1.0
Llama2-13B,20,10,2,32,32,1664,0.0702335,0.0074477834865025,0.00950525,0.0871865334865025,0.040868,3.6783293394601007,2718.625516405713,143.45331785319766,510.6299623868869,1.0
Llama2-13B,20,5,4,32,32,1664,0.0518605,0.0083929428536551,0.00950525,0.0697586928536551,0.024332,2.9646797141462047,1686.522822732622,165.8659803526124,399.7888092879271,1.0
Llama2-13B,20,4,5,32,32,1664,0.0467765,0.0085462119402204,0.00950525,0.0648279619402204,0.0189515,2.762069977608817,1448.1892321435264,162.72647074010573,347.88081780403786,1.0
Llama2-13B,20,2,10,32,32,1664,0.0393145,0.0091337434387207,0.00950525,0.0579534934387207,0.0118385,2.479978237548828,806.4586897249425,191.5338384036696,243.59185339209392,1.0
Llama2-13B,20,1,20,32,32,1664,0.0381255,0.0094062218148367,0.00950525,0.0570369718148367,0.010106,2.441584872593471,409.57003429407393,331.66732960963765,217.48392126636872,1.0
Llama2-13B,20,20,1,32,32,1792,0.110975,0.0056851889910016,0.01005525,0.1267154389910016,0.077148,5.295765559640068,3776.6022258280095,139.9488395640765,630.5421922238182,1.0
Llama2-13B,20,10,2,32,32,1792,0.0713535,0.0074477834865025,0.01005525,0.0888565334865025,0.040868,3.745129339460101,2670.134751992732,143.92309291714153,504.2608033142788,1.0
Llama2-13B,20,5,4,32,32,1792,0.0529805,0.0083929428536551,0.01005525,0.0714286928536551,0.024332,3.0314797141462053,1649.3595443399545,166.33782574890782,392.450585000396,1.0
Llama2-13B,20,4,5,32,32,1792,0.0478965,0.0085462119402204,0.01005525,0.0664979619402204,0.0189515,2.8288699776088166,1413.9921706055627,163.19935130257707,340.7333548434166,1.0
Llama2-13B,20,2,10,32,32,1792,0.0404345,0.0091337434387207,0.01005525,0.0596234934387207,0.0118385,2.546778237548828,785.305909447742,192.01189479701983,237.4357229556688,1.0
Llama2-13B,20,1,20,32,32,1792,0.0392455,0.0094062218148367,0.01005525,0.0587069718148367,0.010106,2.5083848725934708,398.662904933755,332.15573766474586,211.588422662946,1.0
Llama2-13B,20,20,1,32,32,1920,0.1120575,0.0056851889910016,0.0106052499999999,0.1283479389910017,0.077148,5.3610655596400685,3730.6016457934834,139.970884999222,624.5493831257256,1.0
Llama2-13B,20,10,2,32,32,1920,0.072436,0.0074477834865025,0.0106052499999999,0.0904890334865025,0.040868,3.8104293394601,2624.3761815609214,144.3924508214123,498.3449211076408,1.0
Llama2-13B,20,5,4,32,32,1920,0.054063,0.0083929428536551,0.0106052499999999,0.0730611928536551,0.024332,3.096779714146205,1614.580455031985,166.80925398553015,385.6825693763066,1.0
Llama2-13B,20,4,5,32,32,1920,0.048979,0.0085462119402204,0.0106052499999999,0.0681304619402204,0.0189515,2.894169977608817,1382.0888306307522,163.67181470537514,334.1673262119993,1.0
Llama2-13B,20,2,10,32,32,1920,0.041517,0.0091337434387207,0.0106052499999999,0.0612559934387206,0.0118385,2.612078237548828,765.6738497529839,192.4895340306969,231.8201387753173,1.0
Llama2-13B,20,1,20,32,32,1920,0.040328,0.0094062218148367,0.0106052499999999,0.0603394718148367,0.010106,2.573684872593471,388.5479573077306,332.643728560181,206.2113968955694,1.0
Llama2-13B,20,20,1,32,32,2048,0.1131725,0.0056851889910016,0.01115525,0.1300129389910016,0.077148,5.427665559640067,3684.8254153165417,140.8858535572663,622.4385498123057,1.0
Llama2-13B,20,10,2,32,32,2048,0.073551,0.0074477834865025,0.01115525,0.0921540334865025,0.040868,3.8770293394601008,2579.2943835169835,144.86217724268298,492.3868378495295,1.0
Llama2-13B,20,5,4,32,32,2048,0.055178,0.0083929428536551,0.01115525,0.0747261928536551,0.024332,3.163379714146205,1580.5879950613194,167.28105073915253,378.9577611075802,1.0
Llama2-13B,20,4,5,32,32,2048,0.050094,0.0085462119402204,0.01115525,0.0697954619402204,0.0189515,2.960769977608817,1350.9999190246072,164.1446466251733,327.6732675074327,1.0
Llama2-13B,20,2,10,32,32,2048,0.042632,0.0091337434387207,0.01115525,0.0629209934387207,0.0118385,2.6786782375488283,746.6368942580185,192.96754178137408,226.31772117350124,1.0
Llama2-13B,20,1,20,32,32,2048,0.041443,0.0094062218148367,0.01115525,0.0620044718148367,0.010106,2.6402848725934707,378.7470096049639,333.13208797261603,200.9579953023528,1.0
Llama2-13B,20,20,1,32,32,2176,0.117953,0.0056851889910016,0.0117052499999999,0.1353434389910016,0.077148,5.640885559640068,3545.5425905283137,144.39908925226072,612.1043519548493,1.0
Llama2-13B,20,10,2,32,32,2176,0.0783315,0.0074477834865025,0.0117052499999999,0.0974845334865025,0.040868,4.0902493394601,2444.8387298853445,148.3764481038532,473.5529388044823,1.0
Llama2-13B,20,5,4,32,32,2176,0.0599585,0.0083929428536551,0.0117052499999999,0.0800566928536551,0.024332,3.376599714146205,1480.779607678277,170.79739193267437,356.07418450402,1.0
Llama2-13B,20,4,5,32,32,2176,0.0526145,0.0085462119402204,0.0117052499999999,0.0728659619402204,0.0189515,3.083589977608817,1297.1893244710236,165.8493783511663,315.2161064937732,1.0
Llama2-13B,20,2,10,32,32,2176,0.0451525,0.0091337434387207,0.0117052499999999,0.0659914934387207,0.0118385,2.801498237548828,713.9037152312832,194.6774493382461,215.5777081426789,1.0
Llama2-13B,20,1,20,32,32,2176,0.0439635,0.0094062218148367,0.0117052499999999,0.0650749718148367,0.010106,2.763104872593471,361.9117066162576,334.8523471912461,190.41497332517096,1.0
Llama2-13B,20,20,1,32,32,2304,0.119073,0.0056851889910016,0.01225525,0.1370134389910016,0.077148,5.707685559640068,3504.047269426177,144.8678291500288,608.3151896316913,1.0
Llama2-13B,20,10,2,32,32,2304,0.0794515,0.0074477834865025,0.01225525,0.0991545334865025,0.040868,4.1570493394601,2405.55239628182,148.84622316779706,468.3556105542282,1.0
Llama2-13B,20,5,4,32,32,2304,0.0610785,0.0083929428536551,0.01225525,0.0817266928536551,0.024332,3.443399714146205,1452.0533237715492,171.26923732896975,350.51048513177665,1.0
Llama2-13B,20,4,5,32,32,2304,0.0537345,0.0085462119402204,0.01225525,0.0745359619402204,0.0189515,3.150389977608816,1269.6840798852618,166.32225891363765,309.5260194356281,1.0
Llama2-13B,20,2,10,32,32,2304,0.0462725,0.0091337434387207,0.01225525,0.0676614934387207,0.0118385,2.868298237548828,697.2775612445195,195.1555057315964,210.87633662715044,1.0
Llama2-13B,20,1,20,32,32,2304,0.0450835,0.0094062218148367,0.01225525,0.0667449718148367,0.010106,2.8299048725934703,353.36876857049566,335.3407552463545,185.9553690631576,1.0
Llama2-13B,20,20,1,32,32,2432,0.1201555,0.0056851889910016,0.0128052499999999,0.1386459389910016,0.077148,5.772985559640067,3464.41192228566,144.8898745851743,602.9265184913478,1.0
Llama2-13B,20,10,2,32,32,2432,0.080534,0.0074477834865025,0.0128052499999999,0.1007870334865025,0.040868,4.2223493394601,2368.349749402467,149.31558107206772,463.51721345043,1.0
Llama2-13B,20,5,4,32,32,2432,0.062161,0.0083929428536551,0.0128052499999999,0.0833591928536551,0.024332,3.508699714146205,1425.0293291960106,171.7406655655921,345.3545341242742,1.0
Llama2-13B,20,4,5,32,32,2432,0.054817,0.0085462119402204,0.0128052499999999,0.0761684619402204,0.0189515,3.215689977608817,1243.901006580987,166.79472231643567,304.2755391875434,1.0
Llama2-13B,20,2,10,32,32,2432,0.047355,0.0091337434387207,0.0128052499999999,0.0692939934387207,0.0118385,2.9335982375488285,681.7566135678833,195.63314496527343,206.5601784027806,1.0
Llama2-13B,20,1,20,32,32,2432,0.046166,0.0094062218148367,0.0128052499999999,0.0683774718148367,0.010106,2.895204872593471,345.3987002668376,335.8287461417896,181.85934786519823,1.0
Llama2-13B,20,20,1,32,32,2560,0.1212705,0.0056851889910016,0.01335525,0.1403109389910017,0.077148,5.839585559640068,3424.9005851080865,145.8048431432186,601.1554464738688,1.0
Llama2-13B,20,10,2,32,32,2560,0.081649,0.0074477834865025,0.01335525,0.1024520334865025,0.040868,4.2889493394601,2331.573354806475,149.7853074933385,458.6256644090511,1.0
Llama2-13B,20,5,4,32,32,2560,0.063276,0.0083929428536551,0.01335525,0.0850241928536551,0.024332,3.575299714146205,1398.4841551092225,172.21246231921444,340.2009891570548,1.0
Llama2-13B,20,4,5,32,32,2560,0.055932,0.0085462119402204,0.01335525,0.0778334619402204,0.0189515,3.282289977608817,1218.6613697410253,167.26755423623382,299.0551995927802,1.0
Llama2-13B,20,2,10,32,32,2560,0.04847,0.0091337434387207,0.01335525,0.0709589934387207,0.0118385,3.000198237548828,666.6226167888182,196.1111527159507,202.3015810975353,1.0
Llama2-13B,20,1,20,32,32,2560,0.047281,0.0094062218148367,0.01335525,0.0700424718148367,0.010106,2.961804872593471,337.63196531051733,336.3171055542248,177.82888768967703,1.0
Llama2-13B,20,20,1,32,32,2688,0.124693,0.0056851889910016,0.01390525,0.1442834389910016,0.077148,5.998485559640068,3334.1749015063187,148.08674103103746,593.8053500639068,1.0
Llama2-13B,20,10,2,32,32,2688,0.0828115,0.0074477834865025,0.01390525,0.1041645334865025,0.040868,4.3574493394601,2294.9205420341223,150.25559591362855,453.6072765063688,1.0
Llama2-13B,20,5,4,32,32,2688,0.0644385,0.0083929428536551,0.01390525,0.0867366928536551,0.024332,3.643799714146205,1372.1939711967875,172.68482107185608,334.9799053978913,1.0
Llama2-13B,20,4,5,32,32,2688,0.0593545,0.0085462119402204,0.01390525,0.0818059619402204,0.0189515,3.441189977608816,1162.3885998818016,169.5535927887559,285.662574512052,1.0
Llama2-13B,20,2,10,32,32,2688,0.0496325,0.0091337434387207,0.01390525,0.0726714934387207,0.0118385,3.068698237548828,651.7421542228708,196.5897224656472,198.0453558310052,1.0
Llama2-13B,20,1,20,32,32,2688,0.0484435,0.0094062218148367,0.01390525,0.0717549718148367,0.010106,3.0303048725934705,329.99979937469305,336.8060269656793,173.81383826812646,1.0
Llama2-13B,20,20,1,32,32,2816,0.125813,0.0056851889910016,0.01445525,0.1459534389910017,0.077148,6.065285559640068,3297.453978603253,148.55548092880557,590.3820786755163,1.0
Llama2-13B,20,10,2,32,32,2816,0.0839315,0.0074477834865025,0.01445525,0.1058345334865025,0.040868,4.424249339460101,2260.270439735279,150.72537097757242,448.9535245336151,1.0
Llama2-13B,20,5,4,32,32,2816,0.0655585,0.0083929428536551,0.01445525,0.0884066928536551,0.024332,3.7105997141462055,1347.4910756172687,173.15666646815157,330.1567807152231,1.0
Llama2-13B,20,4,5,32,32,2816,0.0604745,0.0085462119402204,0.01445525,0.0834759619402204,0.0189515,3.5079899776088173,1140.2541129055778,170.02647335122714,281.1539960664861,1.0
Llama2-13B,20,2,10,32,32,2816,0.0507525,0.0091337434387207,0.01445525,0.0743414934387207,0.0118385,3.1354982375488283,637.8571596849301,197.06777885899743,194.14588331510512,1.0
Llama2-13B,20,1,20,32,32,2816,0.0495635,0.0094062218148367,0.01445525,0.0734249718148367,0.010106,3.0971048725934707,322.8821887334459,337.2944350207875,170.1324740084879,1.0
Llama2-13B,20,20,1,32,32,2944,0.1268955,0.0056851889910016,0.01500525,0.1475859389910016,0.077148,6.130585559640068,3262.3311110226505,148.5775263639511,585.4326054271073,1.0
Llama2-13B,20,10,2,32,32,2944,0.085014,0.0074477834865025,0.01500525,0.1074670334865025,0.040868,4.4895493394601,2227.3950554695475,151.1947288818431,444.61714800457327,1.0
Llama2-13B,20,5,4,32,32,2944,0.066641,0.0083929428536551,0.01500525,0.0900391928536551,0.024332,3.775899714146205,1324.1877111480924,173.62809470477382,325.67806362594683,1.0
Llama2-13B,20,4,5,32,32,2944,0.061557,0.0085462119402204,0.01500525,0.0851084619402204,0.0189515,3.573289977608817,1119.4165671034427,170.49893675402527,276.9773328037839,1.0
Llama2-13B,20,2,10,32,32,2944,0.051835,0.0091337434387207,0.01500525,0.0759739934387207,0.0118385,3.200798237548828,624.844133109621,197.5454180926745,190.55215403942748,1.0
Llama2-13B,20,1,20,32,32,2944,0.050646,0.0094062218148367,0.01500525,0.0750574718148367,0.010106,3.162404872593471,316.21504528605965,337.7824259162227,166.7369712890568,1.0
Llama2-13B,20,20,1,32,32,3072,0.1280105,0.0056851889910016,0.01555525,0.1492509389910016,0.077148,6.197185559640068,3227.2714456466265,149.49249492199536,583.907159654854,1.0
Llama2-13B,20,10,2,32,32,3072,0.086129,0.0074477834865025,0.01555525,0.1091320334865025,0.040868,4.5561493394601005,2194.835870148407,151.66445530311393,440.2247074246591,1.0
Llama2-13B,20,5,4,32,32,3072,0.067756,0.0083929428536551,0.01555525,0.0917041928536551,0.024332,3.842499714146205,1301.2362711680744,174.0998914583962,321.1890671276275,1.0
Llama2-13B,20,4,5,32,32,3072,0.062672,0.0085462119402204,0.01555525,0.0867734619402204,0.0189515,3.6398899776088176,1098.9343152145914,170.97176867382342,272.80407306903135,1.0
Llama2-13B,20,2,10,32,32,3072,0.05295,0.0091337434387207,0.01555525,0.0776389934387207,0.0118385,3.267398237548828,612.1078162484355,198.02342584335173,186.99095924773536,1.0
Llama2-13B,20,1,20,32,32,3072,0.051761,0.0094062218148367,0.01555525,0.0767224718148367,0.010106,3.229004872593471,309.6929362007498,338.2707853286579,163.3811099711452,1.0
Llama2-13B,20,20,1,32,32,3200,0.132791,0.0056851889910016,0.01610525,0.1545814389910016,0.077148,6.410405559640068,3119.9274077010136,153.00573061698975,576.1148369128545,1.0
Llama2-13B,20,10,2,32,32,3200,0.0909095,0.0074477834865025,0.01610525,0.1144625334865025,0.040868,4.7693693394601,2096.713273443406,155.1787261642841,426.7395766236864,1.0
Llama2-13B,20,5,4,32,32,3200,0.0702765,0.0083929428536551,0.01610525,0.0947746928536551,0.024332,3.965319714146205,1260.932373791347,175.8035880182135,312.6998143373201,1.0
Llama2-13B,20,4,5,32,32,3200,0.0651925,0.0085462119402204,0.01610525,0.0898439619402204,0.0189515,3.762709977608817,1063.0635961323758,172.6765003998164,264.871726655392,1.0
Llama2-13B,20,2,10,32,32,3200,0.0554705,0.0091337434387207,0.01610525,0.0807094934387207,0.0118385,3.390218237548828,589.9325234725968,199.73333340022376,180.03563461679968,1.0
Llama2-13B,20,1,20,32,32,3200,0.0542815,0.0094062218148367,0.01610525,0.0797929718148367,0.010106,3.3518248725934714,298.3449428329622,339.991044547288,156.58697924121844,1.0
Llama2-13B,20,20,1,32,32,3328,0.133911,0.0056851889910016,0.01665525,0.1562514389910017,0.077148,6.477205559640068,3087.751317423278,153.4744705147578,573.0465402945157,1.0
Llama2-13B,20,10,2,32,32,3328,0.0920295,0.0074477834865025,0.01665525,0.1161325334865025,0.040868,4.8361693394601,2067.752243166154,155.6485012282279,422.8223048811195,1.0
Llama2-13B,20,5,4,32,32,3328,0.0713965,0.0083929428536551,0.01665525,0.0964446928536551,0.024332,4.032119714146205,1240.0425469655834,176.27543341450885,308.62057911541325,1.0
Llama2-13B,20,4,5,32,32,3328,0.0663125,0.0085462119402204,0.01665525,0.0915139619402204,0.0189515,3.829509977608817,1044.5200621980462,173.14938096228775,261.111224825316,1.0
Llama2-13B,20,2,10,32,32,3328,0.0565905,0.0091337434387207,0.01665525,0.0823794934387207,0.0118385,3.457018237548828,578.533251076536,200.21138979357403,176.89487616611802,1.0
Llama2-13B,20,1,20,32,32,3328,0.0554015,0.0094062218148367,0.01665525,0.0814629718148367,0.010106,3.4186248725934707,292.5152765419887,340.4794526023962,153.6418023891033,1.0
Llama2-13B,20,20,1,32,32,3456,0.1349935,0.0056851889910016,0.01720525,0.1578839389910016,0.077148,6.542505559640067,3056.9328245401275,153.49651594990326,568.5329884398259,1.0
Llama2-13B,20,10,2,32,32,3456,0.093112,0.0074477834865025,0.01720525,0.1177650334865025,0.040868,4.9014693394601005,2040.2045401964108,156.1178591324986,419.1668612329737,1.0
Llama2-13B,20,5,4,32,32,3456,0.072479,0.0083929428536551,0.01720525,0.0980771928536551,0.024332,4.097419714146206,1220.2801638156975,176.74686165113118,304.8242622882683,1.0
Llama2-13B,20,4,5,32,32,3456,0.067395,0.0085462119402204,0.01720525,0.0931464619402204,0.0189515,3.894809977608817,1027.0077418400174,173.62184436508576,257.618286764724,1.0
Llama2-13B,20,2,10,32,32,3456,0.057673,0.0091337434387207,0.01720525,0.0840119934387207,0.0118385,3.522318237548828,567.8078654788997,200.6890290272512,173.9887200485939,1.0
Llama2-13B,20,1,20,32,32,3456,0.056484,0.0094062218148367,0.01720525,0.0830954718148367,0.010106,3.483924872593472,287.0325958709865,340.9674434978313,150.91328672625497,1.0
Llama2-13B,20,20,1,32,32,3584,0.1361085,0.0056851889910016,0.01775525,0.1595489389910016,0.077148,6.609105559640067,3026.1280924508646,154.41148450794765,567.2367431422269,1.0
Llama2-13B,20,10,2,32,32,3584,0.094227,0.0074477834865025,0.01775525,0.1194300334865025,0.040868,4.968069339460101,2012.8543538176016,156.58758555376946,415.4530695919678,1.0
Llama2-13B,20,5,4,32,32,3584,0.073594,0.0083929428536551,0.01775525,0.0997421928536551,0.024332,4.164019714146206,1200.7628069131763,177.2186584047536,301.00731446305656,1.0
Llama2-13B,20,4,5,32,32,3584,0.06851,0.0085462119402204,0.01775525,0.0948114619402204,0.0189515,3.961409977608817,1009.7414866447316,174.09467628488392,254.11571491006265,1.0
Llama2-13B,20,2,10,32,32,3584,0.058788,0.0091337434387207,0.01775525,0.0856769934387207,0.0118385,3.588918237548828,557.2709846312817,201.1670367779283,171.0953228362321,1.0
Llama2-13B,20,1,20,32,32,3584,0.057599,0.0094062218148367,0.01775525,0.0847604718148367,0.010106,3.5505248725934706,281.6484987104323,341.45580291026647,148.20387633043393,1.0
Llama2-13B,20,20,1,32,32,3712,0.139531,0.0056851889910016,0.01830525,0.1635214389910016,0.077148,6.768005559640067,2955.080314837039,156.69338239576646,561.5002486750848,1.0
Llama2-13B,20,10,2,32,32,3712,0.0953895,0.0074477834865025,0.01830525,0.1211425334865025,0.040868,5.0365693394601,1985.4784727478725,157.05787397405948,411.6225422453716,1.0
Llama2-13B,20,5,4,32,32,3712,0.0747565,0.0083929428536551,0.01830525,0.1014546928536551,0.024332,4.232519714146206,1181.3294060482865,177.6910171573953,297.116332956658,1.0
Llama2-13B,20,4,5,32,32,3712,0.0696725,0.0085462119402204,0.01830525,0.0965239619402204,0.0189515,4.029909977608817,992.5780035348172,174.56807020370152,250.55519782367705,1.0
Llama2-13B,20,2,10,32,32,3712,0.0599505,0.0091337434387207,0.01830525,0.0873894934387207,0.0118385,3.657418237548829,546.8338237795805,201.64560652762475,168.1767512594764,1.0
Llama2-13B,20,1,20,32,32,3712,0.0587615,0.0094062218148367,0.01830525,0.0864729718148367,0.010106,3.619024872593472,276.3175261858254,341.94472432172097,145.47991640858436,1.0
Llama2-13B,20,20,1,32,32,3840,0.140651,0.0056851889910016,0.01885525,0.1651914389910017,0.077148,6.834805559640068,2926.19882533326,157.16212229353457,558.6953604792519,1.0
Llama2-13B,20,10,2,32,32,3840,0.0965095,0.0074477834865025,0.01885525,0.1228125334865025,0.040868,5.1033693394601,1959.489767412744,157.52764903800332,408.06254575457154,1.0
Llama2-13B,20,5,4,32,32,3840,0.0758765,0.0083929428536551,0.01885525,0.1031246928536551,0.024332,4.299319714146206,1162.9746872623407,178.16286255369064,293.5079743953836,1.0
Llama2-13B,20,4,5,32,32,3840,0.0707925,0.0085462119402204,0.01885525,0.0981939619402204,0.0189515,4.096709977608818,976.393257482858,175.0409507661727,247.2591740172656,1.0
Llama2-13B,20,2,10,32,32,3840,0.0610705,0.0091337434387207,0.01885525,0.0890594934387207,0.0118385,3.724218237548828,537.0254567348721,202.12366292097508,165.48387758490193,1.0
Llama2-13B,20,1,20,32,32,3840,0.0598815,0.0094062218148367,0.01885525,0.0881429718148367,0.010106,3.685824872593471,271.3096890293559,342.4331323768293,142.9628233998937,1.0
Llama2-13B,20,20,1,32,32,3968,0.1417335,0.0056851889910016,0.01940525,0.1668239389910017,0.077148,6.900105559640068,2898.506381841971,157.1841677286801,554.506054421432,1.0
Llama2-13B,20,10,2,32,32,3968,0.097592,0.0074477834865025,0.01940525,0.1244450334865025,0.040868,5.1686693394601,1934.7339408337084,157.99700694227403,404.7386234073335,1.0
Llama2-13B,20,5,4,32,32,3968,0.076959,0.0083929428536551,0.01940525,0.1047571928536551,0.024332,4.3646197141462055,1145.5751766401224,178.63429079031297,290.14522471431707,1.0
Llama2-13B,20,4,5,32,32,3968,0.071875,0.0085462119402204,0.01940525,0.0998264619402204,0.0189515,4.162009977608817,961.0741015806271,175.5134141689708,244.19257623508983,1.0
Llama2-13B,20,2,10,32,32,3968,0.062153,0.0091337434387207,0.01940525,0.0906919934387207,0.0118385,3.789518237548828,527.7715726982908,202.60130215465225,162.98593966071803,1.0
Llama2-13B,20,1,20,32,32,3968,0.060964,0.0094062218148367,0.01940525,0.0897754718148367,0.010106,3.751124872593471,266.5866997140554,342.9211232722644,140.6244354341351,1.0
Llama2-13B,20,20,1,32,32,4096,0.1428485,0.0056851889910016,0.01995525,0.1684889389910016,0.077148,6.966705559640068,2870.7973702613745,158.09913628672442,553.3804565211548,1.0
Llama2-13B,20,10,2,32,32,4096,0.098707,0.0074477834865025,0.01995525,0.1261100334865025,0.040868,5.235269339460101,1910.121399987278,158.4667333635448,401.3563712896368,1.0
Llama2-13B,20,5,4,32,32,4096,0.078074,0.0083929428536551,0.01995525,0.1064221928536551,0.024332,4.431219714146207,1128.357500314873,179.10608754393533,286.7569349974628,1.0
Llama2-13B,20,4,5,32,32,4096,0.07299,0.0085462119402204,0.01995525,0.1014914619402204,0.0189515,4.2286099776088175,945.9373224725512,175.98624608876904,241.11007821450747,1.0
Llama2-13B,20,2,10,32,32,4096,0.063268,0.0091337434387207,0.01995525,0.0923569934387207,0.0118385,3.856118237548828,518.6562954748285,203.0793099053293,160.49133045562468,1.0
Llama2-13B,20,1,20,32,32,4096,0.062079,0.0094062218148367,0.01995525,0.0914404718148367,0.010106,3.817724872593471,261.9361094296657,343.4094826846997,138.29535055521978,1.0
Llama2-70B,32,32,1,32,32,128,0.2184915,0.0130229465103149,0.003287,0.2348014465103149,0.1213595,19.0554752208252,1679.3073711973395,659.7547202935059,1207.8359483888491,1.0
Llama2-70B,32,16,2,32,32,128,0.1225675,0.0184618703460693,0.003287,0.1443163703460693,0.0633115,11.758621127685547,1360.703761627983,679.5819224908416,1108.910473805604,1.0
Llama2-70B,32,8,4,32,32,128,0.0756395,0.0212930909729003,0.003287,0.1002195909729003,0.0339355,8.201502777832031,975.4309931618048,731.3246146439261,966.8554322066198,1.0
Llama2-70B,32,4,8,32,32,128,0.0523015,0.0227236024475097,0.003287,0.0783121024475097,0.0192475,6.434215695800781,621.676392137515,835.3330240628777,798.5746336748258,1.0
Llama2-70B,32,2,16,32,32,128,0.0415735,0.0239752999877929,0.003287,0.0688357999877929,0.0119035,5.668767499023438,352.8103772724038,1091.865569181456,656.5874710942405,1.0
Llama2-70B,32,1,32,32,32,128,0.0378095,0.0245713464355468,0.003287,0.0656678464355468,0.0100555,5.413483214843751,184.7239495003889,1773.4337235624334,586.305598977252,1.0
Llama2-70B,32,32,1,32,32,256,0.2205865,0.0130229465103149,0.004167,0.2377764465103149,0.1213595,19.2934752208252,1658.5918106375934,662.5656738614468,1201.461873435495,1.0
Llama2-70B,32,16,2,32,32,256,0.1246625,0.0184618703460693,0.004167,0.1472913703460693,0.0633115,11.996621127685549,1333.708869331177,682.3961885905452,1094.7898342974756,1.0
Llama2-70B,32,8,4,32,32,256,0.0777345,0.0212930909729003,0.004167,0.1031945909729003,0.0339355,8.43950277783203,947.9231431753932,734.145505807155,944.426870703684,1.0
Llama2-70B,32,4,8,32,32,256,0.0543965,0.0227236024475097,0.004167,0.0812871024475097,0.0192475,6.672215695800781,599.501002720496,838.1671653531567,770.4238005691146,1.0
Llama2-70B,32,2,16,32,32,256,0.0436685,0.0239752999877929,0.004167,0.0718107999877929,0.0119035,5.906767499023437,338.5946713376917,1094.726210725835,626.7253344663977,1.0
Llama2-70B,32,1,32,32,32,256,0.0399045,0.0245713464355468,0.004167,0.0686428464355468,0.0100555,5.651483214843751,176.94469964512626,1776.3473656150145,556.437045200107,1.0
Llama2-70B,32,32,1,32,32,384,0.2227305,0.0130229465103149,0.0050469999999999,0.2408004465103149,0.1213595,19.5353952208252,1638.0523474583838,664.1617325261825,1192.7629714407012,1.0
Llama2-70B,32,16,2,32,32,384,0.1268065,0.0184618703460693,0.0050469999999999,0.1503153703460693,0.0633115,12.238541127685544,1307.345363558523,685.2116150069909,1080.720018306619,1.0
Llama2-70B,32,8,4,32,32,384,0.0798785,0.0212930909729003,0.0050469999999999,0.1062185909729003,0.0339355,8.681422777832031,921.507937665236,736.9675572871263,922.6106615511388,1.0
Llama2-70B,32,4,8,32,32,384,0.0565405,0.0227236024475097,0.0050469999999999,0.0843111024475097,0.0192475,6.914135695800781,578.5249488854193,841.0024669601785,743.7168639826127,1.0
Llama2-70B,32,2,16,32,32,384,0.0458125,0.0239752999877929,0.0050469999999999,0.0748347999877929,0.0119035,6.1486874990234375,325.27267003204327,1097.5880125869578,598.9566235126644,1.0
Llama2-70B,32,1,32,32,32,384,0.0420485,0.0245713464355468,0.0050469999999999,0.0716668464355468,0.0100555,5.89340321484375,169.68124588544936,1779.2621679843369,528.9315219283495,1.0
Llama2-70B,32,32,1,32,32,512,0.2248745,0.0130229465103149,0.005927,0.2438244465103149,0.1213595,19.777315220825194,1618.015369765888,668.1899016308137,1188.5561086398216,1.0
Llama2-70B,32,16,2,32,32,512,0.1289505,0.0184618703460693,0.005927,0.1533393703460693,0.0633115,12.480461127685544,1282.0039128608016,688.027041423437,1067.1180668914624,1.0
Llama2-70B,32,8,4,32,32,512,0.0820225,0.0212930909729003,0.005927,0.1092425909729003,0.0339355,8.923342777832032,896.525013011283,739.7896087670975,901.9349675602392,1.0
Llama2-70B,32,4,8,32,32,512,0.0586845,0.0227236024475097,0.005927,0.0873351024475097,0.0192475,7.156055695800781,558.9671419616292,843.8377685671995,718.9613684765137,1.0
Llama2-70B,32,2,16,32,32,512,0.0479565,0.0239752999877929,0.005927,0.0778587999877929,0.0119035,6.390607499023438,312.9592922590887,1100.4498144480792,573.6708342185519,1.0
Llama2-70B,32,1,32,32,32,512,0.0441925,0.0245713464355468,0.005927,0.0746908464355468,0.0100555,6.135323214843751,162.9905980471588,1782.1769703536602,504.0948606532952,1.0
Llama2-70B,32,32,1,32,32,640,0.2303115,0.0130229465103149,0.0068069999999999,0.2501414465103149,0.1213595,20.2826752208252,1577.7011489659938,675.9460152865843,1173.96832600471,1.0
Llama2-70B,32,16,2,32,32,640,0.1310795,0.0184618703460693,0.0068069999999999,0.1563483703460693,0.0633115,12.721181127685544,1257.7448461274282,690.8420785585946,1054.0810402215368,1.0
Llama2-70B,32,8,4,32,32,640,0.0841515,0.0212930909729003,0.0068069999999999,0.1122515909729003,0.0339355,9.164062777832031,872.9752506008675,742.6112709657797,882.4694401951002,1.0
Llama2-70B,32,4,8,32,32,640,0.0608135,0.0227236024475097,0.0068069999999999,0.0903441024475097,0.0192475,7.396775695800781,540.7761657921893,846.6726808929326,696.1223091031867,1.0
